01035,1641,"Metacon Gun Club, Inc.",106 Nod Road,CT,Simsbury,06089,(860) 651-9611,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 75 ft",,http://www.metacongunclub.com
01035,5239,Metacon IDPA,106 Nod Rd,CT,Simsbury,06070,(860) 763-1439,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.necpl.com
01056,1625,"Petersham Gun Club, Inc.",158 Nelson Road,MA,Petersham,01366,(978) 249-7445,No,"Private, Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns",,,#
01056,6239,Woodsman Rifle & Pistol Club,390 Doe Valley Rd,MA,Athol,01331,,No,"Public, Indoor/Outdoor",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.woodsmanrifleandpistol.com
01068,3734,Leyden Rifle Range,24 Old Frizzell Hill Dr,MA,Leyden,01337,(413) 773-3548,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr, Center-Fire Rifle: 50 ft",,#
01069,2879,Rutland Sportsmens Club,75 Pleasantdale Road,MA,Rutland,01543,(508) 886-4721,No,"Private, Indoor/Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://rutlandsportsmansclub.org
01069,3358,North Brookfield Sportsmens Club,20 Boynton Rd,MA,North Brookfield,01535-0053,(508) 867-9216,No,"Private, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 200 yd/mtr,,http://www.nbsportsmensclub.org
01071,2264,Stamford Fish and Game Association,149 Chantilly Ave,MA,North Adams,01247-3126,,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
01071,7468,"Pittsfield Sportsmen's Club, Inc.",Silver St,MA,Lanesborough,01237,(413) 698-3204,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://pittsfieldsportsmensclub.org/index.html
01071,3579,"Deerfield Valley Sportsmens Club, Inc.",641 Fowler Road,VT,Whitingham,05361-0151,(802) 368-2908,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.dvscvt.com/
01079,7530,"East Hartford Sportsmen's Association, Inc.",16 North Meadows Road,CT,East Hartford,06108,(860) 216-3664,No,"Public, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.ehsportsmen.org
01084,2683,Spencer Fish and Game Club,Mechanic Street,MA,Spencer,01562,,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
01220,5349,"The Canaan Rifle Club, Inc.",162 Old Hudson Tpke Po Box 373,NY,Canaan,12029-2802,518-755-5648,No,"Private, Outdoor, Handicap accessible , Members Only",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 50 yd/mtr,,#
01220,5356,"Canaan Conservation Club, Inc.",779 Frisbee Street PO Box 363,NY,Canaan,12029,(518) 781-3182,No,"Private, Outdoor, Handicap accessible , Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
01220,2938,"Austerlitz Club, Inc.",634 Dugway Rd.,NY,Chatham,12037,(518) 392-3468,No,"Public, Outdoor, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
01220,2916,Nassau Sportsmans Club,Boyce Road,NY,East Shodack,12123,(516) 766-2680,No,"Public, Indoor, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
01220,1983,Hendrick Hudson Fish & Game Club,100 Gun Club Way,NY,Averill Park,12018,(518) 674-5184,No,"Public, Indoor/Outdoor",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 100 yd/mtr,,http://www.hhfishandgame.com
01222,5855,Catamount Bowhunters  Inc.,Fuller Road West,VT,Bennington,05201,(802) 442-3667,No,"Private, Outdoor, Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.facebook.com/CatamountBowHunters
01223,1894,Indian Mountain Lodge,239 Sharon Rd Sharon Road,NY,Millerton,12546-5217,(845) 756-4020,No,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,#
01223,4841,Torrington Fish and Game,650 Weed Rd,CT,Torrington,06790,(860) 491-9538,No,"Private, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://torringtonfishandgame.com/index.html
01230,3803,"Philmont Rod and Gun Club, Inc.",Railroad Avenue,NY,Philmont,12565-0099,(518) 672-4929,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.philmontrodgunclub.com
01238,2939,Brunswick Sportsman`s Club,78 Brunswick Sportsman Club Rd,NY,Cropseyville,12052-3100,(518) 279-1520,No,"Public, Indoor/Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.brunswicksportsmansclub.org/
01253,3580,Taddingers,Route 100 North,VT,Wilmington,05363-0216,(802) 464-6263,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.taddingers.com/
01253,5182,Hale Mountain Fish & Game Club,Rod and Gun Club Road,VT,Shaftsbury,05262,(802) 447-4774,No,"Public, Outdoor, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 500 yd/mtr, Center-Fire Rifle: 500 yd/mtr",,https://hmfgc.org/
01330,2422,Sportsmen Inc,Guilford St Ext,VT,Brattleboro,05301,(802) 257-1256,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.sportsmeninc.org/
01337,7225,"Templeton Fish & Game Club, Inc.",200 Club Rd,MA,East Templeton,01438,(978) 939-2126,No,"Private, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.templetonfishandgame.org
01337,2877,Gardner Fish & Gun Club,538 Clark Street PO Box 396,MA,Gardner,01440-0396,(978) 632-9774,No,"Public, Indoor",,"Handguns, Rifles, Shotguns",,,#
01337,7233,Winchendon Rod & Gun Club,169 Winchendon Rd,MA,Royalston,01368,(978) 297-3955,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,#
01370,7226,Turnpike Rod & Gun Club,94 Corey Hill Rd,MA,Ashburnham,01430,(978) 827-9961,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
01370,5728,Fitchburg Sportsmen's Club,289 Rindge State Road Route 119,MA,Ashburnham,01420,(978) 342-5959,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.fitchburgsportsmensclub.org
01370,3927,"Monadnock Rod and Gun Club, Inc.",595 Jaffrey Rd PO Box 82,NH,Peterborough,03458,(603) 532-7306,No,"Private, Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.mrgci.com
01430,2878,Leominster Sportsmens Association,1455 Elm St,MA,Leominster,01453-3961,(978) 534-9755,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.lsa-ma.org
01430,4585,Townsend Rod and Gun Club,46 Emery Rd,MA,Townsend,01469-0289,(978) 597-6723,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.townsend-rod-and-gun-club.org
01432,11760,Granite State Indoor Range and Gun Shop,2 Hampshire Drive,NH,Hudson,03051,(603) 718-8813,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.granitestaterange.com
01432,11885,On Target Firearms & Indoor Range,1852 Bridge Street,MA,Dracut,01826,(978) 967-4933,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.dracutgunrange.com
01432,1744,"Woburn Sportsmen's Association, Inc.",155 Middlesex Tpke,MA,Bedford,01730-1409,(781) 275-7323,Yes,"Private, Indoor/Outdoor, Handicap accessible , Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.woburnsportsmen.com
01432,2132,Nashua Fish & Game Association,21 Al Paul Lane,NH,Merrimack,03054,(603) 889-7990,Yes,"Private, Indoor/Outdoor, Handicap accessible , Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 500 yd/mtr",,http://www.nfga.org
01432,1715,"Minute Man Sportsman's Club, Inc.",56 R Francis Wyman Road,MA,Burlington,01803,(781) 272-7169,Yes,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.minutemansportsmen.com
01432,5898,"Pelham Fish & Game Club, Inc.",100 Simpson Mill Rd PO Box 917,NH,Pelham,03076,(603) 635-8311,Yes,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.pelhamfishandgame.org
01432,7164,Ayer Gun & Sportsmen's Club,255 Snake Hill Road,MA,Ayer,01432,(978) 772-9748,No,"Private, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.ayersportsmensclub.com
01432,2881,Shirley Rod & Gun Club,Kittredge Rd,MA,Shirley,01464,,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 300 yd/mtr,,http://www.shirleyrodandgunclub.com
01432,2876,"Harvard Sportsmens Club, Inc.",Littleton County Road,MA,Harvard,01451,(978) 456-9397,No,"Private, Indoor/Outdoor, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,http://www.harvardsportsmensclub.com
01432,7210,Littleton Sportsmen's Club,Beaver Brook Rd.,MA,Littleton,01460,(978) 486-8211,No,"Public, Indoor/Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.goal.org/clubpages/littleton.html
01432,2323,Westford Sportsmen's Club,85 West Street,MA,Westford,01886,(978) 692-3649,No,"Private, Indoor/Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.westfordsportsmensclub.org
01432,5819,North Leominster Rod & Gun,Shirley Rd to Lancaster Avenve @ J.Deere dealer,MA,Lunenburg,01462,(978) 840-6322,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.northleominsterrodandgunclub.com
01432,3999,South Fitchburg Hunting Club,PO Box 687 60 Warren Rd,MA,Townsend,01469-1392,(978) 597-8733,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.southfitchburghuntingandfishingclub.org/
01432,1711,Stony Brook Fish & Game,128 Lowell Rd,MA,Westford,01886-0706,(978) 692-7062,No,"Private, Indoor/Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.stonybrookfishandgame.org
01432,6893,Nashoba Sportsman's Club,924 Main St. P.O. Box 2333,MA,N. Acton,01720,(978) 635-0573,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 100 yd/mtr,,http://www.nashobasportsmansclub.com
01432,7227,Tyngsboro Sportsmen's Club,90 Westford Rd,MA,Tyngsboro,01879,(978) 658-4640,No,"Private, Indoor/Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 300 yd/mtr,,http://www.tyngsborosportsmen.com
01432,7211,"Lowell Sportsmen's Club, Inc.",50 Swain Rd,MA,North Chelmsford,01863,(978) 251-3637,No,"Private, Indoor/Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr, Center-Fire Rifle: 50 ft",,http://www.lowellsc.org
01432,5999,"Concord Rod & Gun Club, Inc.",74 Strawberry Hill Rd PO Box 271,MA,Concord,01742-5502,(978) 369-9827,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.concordrodandgun.org
01432,7801,Maynard Rod & Gun Club,45 Old Mill Road,MA,Maynard,01754,(978) 897-2173,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr, Center-Fire Rifle: 50 ft",,http://www.maynardrodandgunclub.com/index.htm
01432,2340,Lone Pine Hunter's Club,114 Rideout Road,NH,Hollis,06049,,No,"Private, Indoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 100 yd/mtr,,http://www.lonepinehuntersclub.com/
01432,2882,Riverside Gun Club,16 Wilkins St Po Box 152,MA,Hudson,01749-1802,(978) 562-2404,No,"Public, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.riversidegc.org
01432,4880,New England Airgun Inc,188 Central Street Building-1 Suite-H,MA,Hudson,01749,(978) 567-6970,No,"Public, Indoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.NewEnglandAirgun.com
01432,1963,Hudson Fish & Game,Pine Road,NH,Hudson,03051,(603) 889-9875,No,"Private, Indoor/Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.hudsonfishandgame.com
01432,2041,Horse Pond Fish and Game Club,13 Horsepond Ave,NH,Nashua,03063-2029,(603) 880-2057,No,"Private, Indoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.horsepond.com
01432,2880,Eight Point Sportsmens Club,147 Beaman Rd,MA,Sterling,01564-2503,(978) 422-9771,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
01432,7414,Marlboro Fish & Game Association,1 Muddy Lane,MA,Marlboro,01752,(508) 485-9739,No,"Public, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.marlborofishandgame.com
01432,7166,Billerica Rod & Gun Club,216 Pond Street,MA,Billerica,01821,(978) 667-9378,No,"Private, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
01432,4080,Norco Sportsmans Club,91 Houghton Rd,MA,Princeton,01612,(978) 464-5243,No,"Private, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,#
01432,3905,"Centralville Sportsman`s Club, Inc.",308 Wheeler Rd,MA,Dracut,01826-4232,(978) 452-8095,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft",,http://www.centralvillesportsmansclub.org/default.htm
01432,7212,Nimrod League of Holden,168 Coal Kiln Rd,MA,Princeton,01541,(978) 464-2622,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.nimrodleague.org
01432,4446,Wayland Rod & Gun Club Inc.,4 Meadowview Road,MA,Wayland,01778,(508) 877-2108,No,"Private, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.waylandgc.org
01432,10969,Tewksbury Rod & Gun Club,79 Chandler Street,MA,Tewksbury,01876,(978) 851-9208,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://tewksburyrodandgun.org/
01432,4155,Horseshoe Fish & Game Club,44 Greens Pond Rd,NH,Merrimack,03054,(603) 424-9646,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 100 yd/mtr,,http://www.horseshoefishandgame.org
01432,7234,Worcester Pistol & Rifle Club,255 Sewall St.,MA,Boylston,01505-0771,(508) 869-3148,No,"Private, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.wprclub.com
01432,6423,Methuen Rod & Gun Club,240 Tyler St,MA,Methuen,01844,(978) 687-9173,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.methuenrodandgunclub.org
01432,5814,New Hampshire Skeet Assn,4 Gunstock Ridge,NH,Merrimack,03054,(978) 256-6553,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
01436,1749,Southborough Rod & Gun Club Inc,254 Fruit Street,MA,Hopkinton,01748,(508) 435-3736,Yes,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.srgclub.com
01451,2971,SKAT Outdoor Recreation Center,40 Skinny Cat Road,NH,New Ipswich,03071-0137,(603) 878-1257,No,"Public, Indoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,http://www.nesportsman.com/nh/nhclubs.shtml
01451,3100,Londonderry Fish & Game Club,5 Lund St,NH,Litchfield,03052,(603) 206-4569,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 100 yd/mtr,,http://www.londonderryfishandgameclub.com
01452,12078,Weston Shooter's Club,8 Sibley Road,MA,Weston,02493,(781) 478-7600,Yes,"Private, Indoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.westonshootersclub.com
01452,5180,Woodville Rod and Gun Club,252 Wood Street PO Box 118,MA,Woodville (Hopkinton),01784,(508) 435-4148,No,"Private, Indoor/Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.woodvillerodandgun.com
01462,3479,Massachusetts Rifle Association,290 Rear Salem Street,MA,Woburn,01801,(781) 933-2138,No,"Private, Indoor/Outdoor, Members Only",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.massrifle.com
01464,2186,Purgatory Falls Fish and Game Club,PO Box 73,NH,Mt. Vernon,03057-0073,,No,"Public, Indoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.pffg-nh.com
01464,2972,The Timberdoodle Club,10 Stonegate Farm Rd.,NH,Temple,03084,(603) 654-9510,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.timberdoodleclub.com
